SUBGROEPID,SUBGROEPCODE
6067967,PBA-VDK/1H6
6069285,PBA-LA-AU/3
6069360,PBA-BM-SCM/1A
6069853,PBA-LA/3SEM1
6069870,PBA-LA/3SEM1
6069978,PBA-BM-KM/1A
6069980,PBA-BM-KM/1C
6070080,PBA-BM-KM/1D
6070197,PBA-BM-KM/1A
6070198,PBA-BM-KM/1B
6070199,PBA-BM-KM/1C
6070299,PBA-BM-KM/1D
6070665,PGD-EET/1
6070756,PBA-BM-RE/1B
6070772,PBA-BM-RE/VT/AF
6070790,PBA-BM-RE/VT/KM
6070791,PBA-BM-RE/VT/SCMMKML/
6070820,PBA-BM-RE/1C
6070907,PBA-HOUT/VT/1
6070919,PBA-HOUT/VT/1
6070921,PBA-HOUT/VT/1
6070925,PBA-HOUT/VT/1
6070926,PBA-HOUT/VT/1
6070932,PBA-HOUT/VT/1
6070933,PBA-HOUT/VT/1
6070936,PBA-HOUT/VT/1
6070939,PBA-HOUT/VT/1
6070940,PBA-HOUT/VT/1
6071479,PBA-BM-RE/1B
6071495,PBA-BM-RE/VT/AF
6071513,PBA-BM-RE/VT/KM
6071514,PBA-BM-RE/VT/SCMMKML/
6071543,PBA-BM-RE/1C
6071605,PBA-BM-RE/1D
6071697,PBA-BM-RE/1A
6071714,PBA-BM-RE/VT/AF
6071732,PBA-BM-RE/VT/KM
6071733,PBA-BM-RE/VT/SCMMKML/
6071925,PBA-BM-RE/3A
6071926,PBA-BM-RE/3B
6076934,PBA-BM-RE/AO/3SEM2
6076969,PBA-TIN2-TI/3A
6076970,PBA-TIN2-TI/3B
6076982,PBA-TIN2-TI/3E
6077339,PBA-ERGO/1A
6077341,PBA-ERGO/1C
6077349,PBA-ERGO/1F
6077362,PBA-ERGO/1A
6077363,PBA-ERGO/1B
6077364,PBA-ERGO/1C
6077365,PBA-ERGO/1D
6077366,PBA-ERGO/1E
6077372,PBA-ERGO/1F
6077385,PBA-ERGO/1A
6077386,PBA-ERGO/1B
6077387,PBA-ERGO/1C
6077388,PBA-ERGO/1D
6077389,PBA-ERGO/1E
6077395,PBA-ERGO/1F
6077408,PBA-ERGO/1A
6077409,PBA-ERGO/1B
6077410,PBA-ERGO/1C
6077431,PBA-ERGO/1A
6077432,PBA-ERGO/1B
6077433,PBA-ERGO/1C
6077434,PBA-ERGO/1D
6077435,PBA-ERGO/1E
6077441,PBA-ERGO/1F
6077454,PBA-ERGO/1A
6077455,PBA-ERGO/1B
6077456,PBA-ERGO/1C
6077457,PBA-ERGO/1D
6077458,PBA-ERGO/1E
6077464,PBA-ERGO/1F
6077477,PBA-ERGO/1A
6077478,PBA-ERGO/1B
6077479,PBA-ERGO/1C
6077480,PBA-ERGO/1D
6077481,PBA-ERGO/1E
6077487,PBA-ERGO/1F
6077500,PBA-ERGO/1A
6077501,PBA-ERGO/1B
6077502,PBA-ERGO/1C
6077503,PBA-ERGO/1D
6077504,PBA-ERGO/1E
6077510,PBA-ERGO/1F
6077523,PBA-ERGO/1A
6077524,PBA-ERGO/1B
6077525,PBA-ERGO/1C
6077526,PBA-ERGO/1D
6077527,PBA-ERGO/1E
6077546,PBA-ERGO/1A
6077547,PBA-ERGO/1B
6077548,PBA-ERGO/1C
6077549,PBA-ERGO/1D
6077556,PBA-ERGO/1F
6077569,PBA-ERGO/1A
6077570,PBA-ERGO/1B
6077572,PBA-ERGO/1D
6077573,PBA-ERGO/1E
6077579,PBA-ERGO/1F
6077592,PBA-ERGO/1A
6077593,PBA-ERGO/1B
6077594,PBA-ERGO/1C
6077595,PBA-ERGO/1D
6077596,PBA-ERGO/1E
6077602,PBA-ERGO/1F
6077615,PBA-ERGO/1A
6077616,PBA-ERGO/1B
6077617,PBA-ERGO/1C
6077618,PBA-ERGO/1D
6077619,PBA-ERGO/1E
6077625,PBA-ERGO/1F
6077638,PBA-ERGO/1A
6077639,PBA-ERGO/1B
6077640,PBA-ERGO/1C
6077641,PBA-ERGO/1D
6077642,PBA-ERGO/1E
6077648,PBA-ERGO/1F
6077661,PBA-ERGO/1A
6077662,PBA-ERGO/1B
6077663,PBA-ERGO/1C
6077664,PBA-ERGO/1D
6077665,PBA-ERGO/1E
6077671,PBA-ERGO/1F
6077692,PBA-ERGO/3A
6077693,PBA-ERGO/3C
6077697,PBA-ERGO/3B
6077698,PBA-ERGO/3D
6077715,PBA-ERGO/3A
6077716,PBA-ERGO/3C
6077721,PBA-ERGO/3D
6077738,PBA-ERGO/3A
6077739,PBA-ERGO/3C
6077743,PBA-ERGO/3B
6077744,PBA-ERGO/3D
6077912,PBA-TIN-TI/VC/3
6078055,PBA-VG-VG/3B
6078106,PBA-VG-VG/3B
6078157,PBA-VG-VG/3B
6078234,PBA-BM-MK/1B
6078235,PBA-BM-MK/1C
6078505,PBA-BM-MK/1A
6079338,PBA-BM-MK/1A
6079339,PBA-BM-MK/1B
6079340,PBA-BM-MK/1C
6079428,PBA-BM-MK/1D
6079564,PBA-BM-MK/2A1
6079565,PBA-BM-MK/2A2
6079566,PBA-BM-MK/2B1
6079568,PBA-BM-MK/2C1
6079569,PBA-BM-MK/2C2
6079773,PBA-BM-AF/1B2
6079774,PBA-BM-AF/1C1
6079775,PBA-BM-AF/1C2
6079896,PBA-BM-AF/VT/AA/JAAR
6079992,PBA-BM-AF/1A2
6079993,PBA-BM-AF/1B1
6079994,PBA-BM-AF/1B2
6079995,PBA-BM-AF/1C1
6079996,PBA-BM-AF/1C2
6080117,PBA-BM-AF/VT/AA/JAAR
6080190,PBA-BM-AF/1A1
6080228,PBA-BM-AF/AO/1SEM2
6080429,PBA-BM-AF/AO/VT/AA/1JAAR
6080449,PBA-BM-AF/AO/1SEM2
6080541,PBA-BM-AF/AO/1JAAR
6080563,PBA-BM-AF/AO/VT/AA/1SEM2
6080650,PBA-BM-AF/AO/VT/AA/1JAAR
6080776,PBA-VPK4/4SEM1
6080796,PBA-VPK4/VT/3SEM1
6080801,PBA-VPKA/DL/3SEM1
6080843,PBA-VPK4/VT/2A1
6080881,PBA-VPK4/4SEM2
6080916,PBA-VDK/3A
6080917,PBA-VDK/3B
6080947,PBA-VDK/3A
6080948,PBA-VDK/3B
6080951,PBA-VDK/3C
6080997,PBA-TIN-TI/2A1
6080998,PBA-TIN-TI/2A2
6080999,PBA-TIN-TI/2B
6081000,PBA-TIN-TI/2C1
6081001,PBA-TIN-TI/2C2
6081021,PBA-TIN-TI/VT/PROG/S2
6081035,PBA-TIN-TI/2A3
6081045,PBA-TIN-TI/2E1
6081046,PBA-TIN-TI/2E2
6081061,PBA-TIN-TI/2F
6081184,PBA-TIN-TI/VC/2
6081223,GRAD-SYS1-GENT/AVOND/3A
6081246,PBA-TIN-TI/2B
6081318,PBA-TIN2-TI/2A
6081327,PBA-TIN2-TI/2B
6081328,PBA-TIN2-TI/2C
6081329,PBA-TIN2-TI/2D
6081330,PBA-TIN2-TI/2E
6081335,PBA-TIN2-TI/VT/PROG/SEM2
6081626,PBA-CH-MTE/3A3
6081638,PBA-CH-CH/3A
6082491,MC/DATA/1
6083185,MC/MAIN/1
6083407,MC/NET/1
6083643,MC/NET2/1
6084777,MC/SOCR/SEM1
6086629,MC/SOCR/SEM2
6089863,PBA-MODE/3A1
6089864,PBA-MODE/3B1
6089906,PBA-MODE/3B2
6089940,PBA-MODE/3B2
6089985,PBA-MODE/3C
6090019,PBA-MODE/3C
6090036,PBA-MODE/3C
6090095,PBA-TEXT/3
6090105,PBA-TEXT/3
6090262,PBA-BM-ML/VT/BM
6090271,MC/DURC/1
6090320,PBA-BM-ML/Erasmus/2
6090504,MC/AO/DURC/1
6090757,PBA-SO/2
6091495,PBA-SO/1
6091637,PBA-SO/1
6091709,PBA-SO/2
6091779,PBA-SO/1
6091851,PBA-SO/2
6091921,PBA-SO/1
6091992,PBA-SO/1
6092063,PBA-SO/1
6092134,PBA-SO/1
6092375,PBA-AGR-DZ/1A2
6092376,PBA-AGR-DZ/1B1
6092378,PBA-AGR-DZ/1D1
6092379,PBA-AGR-DZ/1E1
6092387,PBA-AGR-LB/1A1
6092390,PBA-AGR-GM-GM/1A1
6092395,PBA-AGR-VOE/1A1
6092396,PBA-AGR-VOE/1A2
6092404,PBA-AGR-DZ/1A1
6092405,PBA-AGR-DZ/1B2
6092406,PBA-AGR-DZ/1C2
6092407,PBA-AGR-DZ/1D2
6092408,PBA-AGR-DZ/1E2
6092410,PBA-AGR-LB/1A2
6092436,PBA-AGR-GM-GM/1A2
6092461,PBA-AGR-LB/1A1
6092469,PBA-AGR-VOE/1A1
6092470,PBA-AGR-VOE/1A2
6092484,PBA-AGR-LB/1A2
6092735,PBA-AGR-DZ/1D1
6092736,PBA-AGR-DZ/1E1
6092737,PBA-AGR-DZ/1F1
6092744,PBA-AGR-LB/1A1
6092747,PBA-AGR-GM-GM/1A1
6092752,PBA-AGR-VOE/1A1
6092753,PBA-AGR-VOE/1A2
6092761,PBA-AGR-DZ/1A1
6092762,PBA-AGR-DZ/1B2
6092763,PBA-AGR-DZ/1C2
6092764,PBA-AGR-DZ/1D2
6092765,PBA-AGR-DZ/1E2
6092767,PBA-AGR-LB/1A2
6092793,PBA-AGR-GM-GM/1A2
6092802,PBA-AGR-DZ/1A2
6092804,PBA-AGR-DZ/1C1
6092805,PBA-AGR-DZ/1D1
6092806,PBA-AGR-DZ/1E1
6092807,PBA-AGR-DZ/1F1
6092817,PBA-AGR-GM-GM/1A1
6092822,PBA-AGR-VOE/1A1
6092823,PBA-AGR-VOE/1A2
6092831,PBA-AGR-DZ/1A1
6092833,PBA-AGR-DZ/1C2
6092834,PBA-AGR-DZ/1D2
6092835,PBA-AGR-DZ/1E2
6092836,PBA-AGR-DZ/1F2
6092837,PBA-AGR-LB/1A2
6092863,PBA-AGR-GM-GM/1A2
6092872,PBA-AGR-DZ/1A2
6092873,PBA-AGR-DZ/1B1
6092874,PBA-AGR-DZ/1C1
6092875,PBA-AGR-DZ/1D1
6092876,PBA-AGR-DZ/1E1
6092884,PBA-AGR-LB/1A1
6092887,PBA-AGR-GM-GM/1A1
6092892,PBA-AGR-VOE/1A1
6092893,PBA-AGR-VOE/1A2
6092901,PBA-AGR-DZ/1A1
6092902,PBA-AGR-DZ/1B2
6092903,PBA-AGR-DZ/1C2
6092904,PBA-AGR-DZ/1D2
6092906,PBA-AGR-DZ/1F2
6092907,PBA-AGR-LB/1A2
6092933,PBA-AGR-GM-GM/1A2
6094290,PBA-VG-LAM/AO/2
6094291,PBA-VG-LAM/AO/2
6094293,PBA-VG-LAM/AO/2
6094294,PBA-VG-LAM/AO/2
6094296,PBA-VG-LAM/AO/2
6094297,PBA-VG-LAM/AO/2
6094298,PBA-VG-LAM/AO/2
6094440,MC/ECOD_DURC/1
6094735,MC/ECOD_DURC/1
6094736,MC/ECOD_DURC/1
6094898,MC/ECOD_DURC/1
6096897,PBA-BM-ML/Duurzaamheid/2
6096898,PBA-BM-ML/Duurzaamheid/2
6096899,PBA-BM-ML/Duurzaamheid/2
6096900,PBA-BM-ML/Duurzaamheid/2
6096901,PBA-BM-ML/Duurzaamheid/2
6097183,PBA-BM-ML/Duurzaamheid/2
6097345,PBA-BM-ML/Duurzaamheid/2
6097512,PBA-BM-ML/VT/AB
6097644,PBA-BM-ML/3A
6097780,MC/ECOD/1
6098063,PBA-AGR-LB/1A1
6098133,PBA-AGR-LB/1A1
6098136,PBA-AGR-GM-GM/1A1
6098156,PBA-AGR-LB/1A2
6098182,PBA-AGR-GM-GM/1A2
6098292,PBA-BM-FV/1A
6098526,PBA-BM-FV/1A
6098760,PBA-BM-FV/1A
6098761,PBA-BM-FV/1B
6099000,PBA-BM-FV/2A
6099001,PBA-BM-FV/2B
6099234,PBA-BM-FV/2A
6099235,PBA-BM-FV/2B
6099943,PBA-BM-FV/3SEM1
6100177,PBA-BM-FV/3SEM1
6100860,PBA-ORTH/3Keuze
6100939,PBA-ORTH/3Keuze
6100940,PBA-ORTH/3Keuze
6100941,PBA-ORTH/3Keuze
6101085,PBA-ORTH/3KeuzeBeperkt1
6101228,PBA-ORTH/3KeuzeBeperkt2
6101352,PBA-BM-AF/1A2
6101353,PBA-BM-AF/1B1
6101354,PBA-BM-AF/1B2
6101355,PBA-BM-AF/1C1
6101461,PBA-BM-AF/VT/SCM_MK_ML/
6101462,PBA-BM-AF/VT/RE
6101714,PBA-AGR-LB/1A1
6101737,PBA-AGR-LB/1A2
6101784,PBA-AGR-LB/1A1
6101807,PBA-AGR-LB/1A2
6101849,PBA-BM-AF/2A
6101850,PBA-BM-AF/2B
6101942,PBA-BM-AF/VT/FV
6101951,PBA-BM-AF/VT/SCM_MK_ML/
6101952,PBA-BM-AF/VT/RE
6101967,PBA-BM-AF/VT/AA/SEM1
6102083,PBA-BM-AF/2A
6102084,PBA-BM-AF/2B
6102185,PBA-BM-AF/VT/SCM_MK_ML/
6102186,PBA-BM-AF/VT/RE
6102322,PBA-AGR-LB/1A1
6102345,PBA-AGR-LB/1A2
6102855,PBA-BM-AF/2A
6102856,PBA-BM-AF/2B
6102974,PBA-BM-AF/VT/AA/SEM2
6103089,PBA-BM-AF/2A
6103191,PBA-BM-AF/VT/SCM_MK_ML/
6103192,PBA-BM-AF/VT/RE
6103208,PBA-BM-AF/VT/AA/SEM2
6103401,PBA-AGR-GM-GM/1A1
6103447,PBA-AGR-GM-GM/1A2
6103465,PBA-BM-AF/3A
6103468,PBA-BM-AF/3SEM2
6103556,PBA-BM-AF/VT/FV
6103582,PBA-BM-AF/VT/AA/SEM2
6103700,PBA-BM-AF/3B
6103790,PBA-BM-AF/VT/FV
6103799,PBA-BM-AF/VT/SCM_MK_ML/
6103800,PBA-BM-AF/VT/RE
6103933,PBA-BM-AF/3A
6103934,PBA-BM-AF/3B
6104049,PBA-BM-AF/VT/AA/SEM1
6104168,PBA-BM-AF/3B
6104283,PBA-BM-AF/VT/AA/SEM1
6104860,PBA-AGR-DZ/1A2
6104861,PBA-AGR-DZ/1B1
6104862,PBA-AGR-DZ/1C1
6104863,PBA-AGR-DZ/1D1
6104864,PBA-AGR-DZ/1E1
6104865,PBA-AGR-DZ/1F1
6104889,PBA-AGR-DZ/1A1
6104890,PBA-AGR-DZ/1B2
6104891,PBA-AGR-DZ/1C2
6104892,PBA-AGR-DZ/1D2
6104893,PBA-AGR-DZ/1E2
6104894,PBA-AGR-DZ/1F2
6104931,PBA-AGR-DZ/1B1
6104932,PBA-AGR-DZ/1C1
6104933,PBA-AGR-DZ/1D1
6104934,PBA-AGR-DZ/1E1
6104935,PBA-AGR-DZ/1F1
6104959,PBA-AGR-DZ/1A1
6104960,PBA-AGR-DZ/1B2
6104961,PBA-AGR-DZ/1C2
6104962,PBA-AGR-DZ/1D2
6104963,PBA-AGR-DZ/1E2
6104964,PBA-AGR-DZ/1F2
6105000,PBA-AGR-DZ/1A2
6105001,PBA-AGR-DZ/1B1
6105002,PBA-AGR-DZ/1C1
6105003,PBA-AGR-DZ/1D1
6105004,PBA-AGR-DZ/1E1
6105005,PBA-AGR-DZ/1F1
6105029,PBA-AGR-DZ/1A1
6105030,PBA-AGR-DZ/1B2
6105032,PBA-AGR-DZ/1D2
6105033,PBA-AGR-DZ/1E2
6105034,PBA-AGR-DZ/1F2
6105782,PBA-BM-AF/3B
6106490,PBA-BM-AF/AO/2SEM1
6106491,PBA-BM-AF/AO/2SEM2
6106601,PBA-BM-AF/AO/VT/AA/1SEM1
6106619,PBA-BM-AF/AO/VT/KM/SEM1
6106724,PBA-BM-AF/AO/2SEM1
6106725,PBA-BM-AF/AO/2SEM2
6107427,PBA-BM-AF/AO/2SEM2
6107538,PBA-BM-AF/AO/VT/AA/1SEM2
6107661,PBA-BM-AF/AO/2SEM2
6107772,PBA-BM-AF/AO/VT/AA/1SEM2
6107792,PBA-BM-AF/AO/VT/FV/1SEM2
6107895,PBA-BM-AF/AO/2SEM2
6108006,PBA-BM-AF/AO/VT/AA/1SEM2
6108129,PBA-BM-AF/AO/2SEM2
6108240,PBA-BM-AF/AO/VT/AA/1SEM2
6108260,PBA-BM-AF/AO/VT/FV/1SEM2
6108494,PBA-BM-AF/AO/VT/FV/1SEM2
6109067,PBA-BM-AF/AO/3SEM2
6110550,PBA-AGR-GM-PM/1
6110715,PBA-LA-LO/3A
6110716,PBA-LA-LO/3B
6110737,PBA-AGR-LB/1A1
6110759,PBA-AGR-LB/1A2
6110785,PBA-AGR-GM-GM/1A2
6111871,PBA-SW/3A1
6111872,PBA-SW/3A2
6111989,PBA-SW/3A1
6111990,PBA-SW/3A2
6111991,PBA-SW/3B1
6111992,PBA-SW/3B2
6113284,PBA-AGR-LB/2A1
6113324,PBA-AGR-LB/2A2
6113401,PBA-ERGO/1SEM1
6113403,PBA-ERGO/1SEM1
6113469,PBA-ERGO/1SEM2
6113563,PBA-MET/2A
6113565,PBA-MET/2A
6113566,PBA-MET/2A
6113567,PBA-MET/2A
6113568,PBA-MET/2A
6113571,PBA-MET/2A
6113573,PBA-MET/2A
6113574,PBA-MET/2A
6113575,PBA-MET/2A
6113594,PBA-MET/2B
6113596,PBA-MET/2B
6113598,PBA-MET/2B
6113599,PBA-MET/2B
6113600,PBA-MET/2B
6113602,PBA-MET/2B
6113604,PBA-MET/2B
6113605,PBA-MET/2B
6113625,PBA-MET/2C
6113627,PBA-MET/2C
6113628,PBA-MET/2C
6113630,PBA-MET/2C
6113631,PBA-MET/2C
6113633,PBA-MET/2C
6113634,PBA-MET/2C
6113635,PBA-MET/2C
6113637,PBA-MET/2C
6113656,PBA-MET/2D
6113659,PBA-MET/2D
6113660,PBA-MET/2D
6113661,PBA-MET/2D
6113662,PBA-MET/2D
6113664,PBA-MET/2D
6113665,PBA-MET/2D
6113666,PBA-MET/2D
6113667,PBA-MET/2D
6113668,PBA-MET/2D
6113753,PBA-MET/2G
6113861,PGD-PO/1
6113897,PBA-BM-FV/3B1
6113902,PBA-BM-FV/3B1
6113905,PBA-BM-FV/3B1
6113907,PBA-BM-FV/3B1
6113908,PBA-BM-FV/3B1
6113909,PBA-BM-FV/3B1
6113912,PBA-BM-FV/3B1
6114315,PBA-BM-FV/3B1
6115291,PBA-BM-RE/3C
6115293,PBA-BM-RE/3C
6115295,PBA-BM-RE/3C
6115299,PBA-BM-RE/3C
6115300,PBA-BM-RE/3C
6115301,PBA-BM-RE/3C
6115303,PBA-BM-RE/3C
6115304,PBA-BM-RE/3C
6115306,PBA-BM-RE/3C
6115541,PBA-BM-RE/3C
6115667,PBA-TIN-TI/3B2
6115668,PBA-TIN-TI/3B2
6115671,PBA-TIN-TI/3B2
6115683,PBA-TIN-TI/3B2
6115688,PBA-TIN-TI/3B2
6115689,PBA-TIN-TI/3B2
6115910,PBA-BM2/BLAB/1B
6115912,PBA-BM2/BLAB/1B
6116437,PBA-BM2/BLAB/2
6116439,PBA-BM2/BLAB/2
6116440,PBA-BM2/BLAB/2
6116442,PBA-BM2/BLAB/2
6116525,PBA-AGR-GM-AE/1
6116535,PBA-AGR-GM-AE/1
6116616,PBA-AGR-GM-AE/1
6116617,PBA-AGR-GM-AE/1
6116619,PBA-AGR-GM-AE/1
6116624,PBA-AGR-GM-AE/1
6116625,PBA-AGR-GM-AE/1
6116626,PBA-AGR-GM-AE/1
6116627,PBA-AGR-GM-AE/1
6116634,PBA-AGR-GM-AE/1
6116910,PBA-BM-AF/VT/SCM_ML/
6117197,PBA-BM-AF/VT/SCM_ML/
6117228,GRAD-LABT/DAG/1A
6117229,GRAD-LABT/DAG/1A
6117230,GRAD-LABT/DAG/1A
6117231,GRAD-LABT/DAG/1A
6117232,GRAD-LABT/DAG/1A
6117233,GRAD-LABT/DAG/1A
6117234,GRAD-LABT/DAG/1A
6117235,GRAD-LABT/DAG/1A
6117236,GRAD-LABT/DAG/1A
6117244,GRAD-LABT/DAG/1B
6117245,GRAD-LABT/DAG/1B
6117246,GRAD-LABT/DAG/1B
6117247,GRAD-LABT/DAG/1B
6117248,GRAD-LABT/DAG/1B
6117249,GRAD-LABT/DAG/1B
6117251,GRAD-LABT/DAG/1B
6117253,GRAD-LABT/DAG/1B
6117254,GRAD-LABT/DAG/1B
6117262,GRAD-LABT/AVOND/1
6117264,GRAD-LABT/AVOND/1
6117266,GRAD-LABT/AVOND/1
6117267,GRAD-LABT/AVOND/1
6117270,GRAD-LABT/AVOND/1
6117272,GRAD-LABT/AVOND/1
6117273,GRAD-LABT/AVOND/1
6117274,GRAD-LABT/AVOND/1
6117276,GRAD-LABT/AVOND/1
6117278,GRAD-LABT/AVOND/1
6117301,PBA-CH/1G1
6117302,PBA-CH/1G1
6117303,PBA-CH/1G1
6117304,PBA-CH/1G1
6117306,PBA-CH/1G1
6117307,PBA-CH/1G1
6117309,PBA-CH/1G1
6117310,PBA-CH/1G1
6117311,PBA-CH/1G1
6117370,PBA-CH/1G1
6117372,PBA-CH/1G1
6117391,PBA-CH/1G2
6117392,PBA-CH/1G2
6117393,PBA-CH/1G2
6117394,PBA-CH/1G2
6117397,PBA-CH/1G2
6117398,PBA-CH/1G2
6117399,PBA-CH/1G2
6117400,PBA-CH/1G2
6117401,PBA-CH/1G2
6117460,PBA-CH/1G2
6117461,PBA-CH/1G2
6117462,PBA-CH/1G2
6117609,GRAD-JURA/DAG/1A
6117611,GRAD-JURA/DAG/1A
6117612,GRAD-JURA/DAG/1A
6117613,GRAD-JURA/DAG/1A
6117615,GRAD-JURA/DAG/1A
6117616,GRAD-JURA/DAG/1A
6117618,GRAD-JURA/DAG/1A
6117619,GRAD-JURA/DAG/1A
6117620,GRAD-JURA/DAG/1A
6117621,GRAD-JURA/DAG/1A
6117623,GRAD-JURA/DAG/1A
6117868,GRAD-SASU/1A
6117870,GRAD-SASU/1A
6117871,GRAD-SASU/1A
6117872,GRAD-SASU/1A
6117874,GRAD-SASU/1A
6117875,GRAD-SASU/1A
6117877,GRAD-SASU/1A
6117878,GRAD-SASU/1A
6117879,GRAD-SASU/1A
6117884,GRAD-SASU/1B
6117890,GRAD-SASU/1B
6117917,GRAD-EMS-MRT/DAG/2C1
6117919,GRAD-EMS-MRT/DAG/2C1
6117925,GRAD-EMS-MRT/DAG/2C1
6117947,GRAD-EMS-MRT/DAG/2C1
6117985,GRAD-EMS-MRT/DAG/2C2
6117991,GRAD-EMS-MRT/DAG/2C2
6118013,GRAD-EMS-MRT/DAG/2C2
6118033,GRAD-EMS-MRT/DAG/2C2
6121650,PBA-VG-LAM/3SEM1
6121663,GRAD-WERF-WON/1B
6121664,GRAD-WERF-WON/1B
6121665,GRAD-WERF-WON/1B
6121666,GRAD-WERF-WON/1B
6121669,GRAD-WERF-WON/1B
6121671,GRAD-WERF-WON/1B
6121674,GRAD-WERF-WON/1B
6121675,GRAD-WERF-WON/1B
6121676,GRAD-WERF-WON/1B
6121711,GRAD-WERF-WON/1B
6121712,GRAD-WERF-WON/1B
6121713,GRAD-WERF-WON/1B
6121714,GRAD-WERF-WON/1C
6121717,GRAD-WERF-WON/1C
6121718,GRAD-WERF-WON/1C
6121720,GRAD-WERF-WON/1C
6121722,GRAD-WERF-WON/1C
6121723,GRAD-WERF-WON/1C
6121725,GRAD-WERF-WON/1C
6121728,GRAD-WERF-WON/1C
6121729,GRAD-WERF-WON/1C
6121730,GRAD-WERF-WON/1C
6121765,GRAD-WERF-WON/1C
6121767,GRAD-WERF-WON/1C
6123438,PBA-HRM/Brussel/1A
6123442,PBA-HRM/Brussel/1A
6123446,PBA-HRM/Brussel/1A
6123491,PBA-HRM/Gent/1A
6123495,PBA-HRM/Gent/1A
6123805,MC/AO/IBJ/1Sem1
6124095,MC/AO/IBJ/1Sem1
6124392,MC/AO/IBJ/1Sem2
6124682,MC/AO/IBJ/1Sem2
6125885,PBA-HRM/Gent/1B
6125889,PBA-HRM/Gent/1B
6125934,PBA-HRM/Gent/1C
6125938,PBA-HRM/Gent/1C
6126032,PBA-HRM/Brussel/1B
6126036,PBA-HRM/Brussel/1B
6126077,PBA-HRM/Brussel/1C
6126081,PBA-HRM/Brussel/1C
6126085,PBA-HRM/Brussel/1C
6126198,PBA-HRM/Brussel/2A
6126247,PBA-HRM/Brussel/2B
6126394,PBA-HRM/Gent/2A
6132878,MC/WT/1
6132879,MC/WT/1
6140076,PBA-ORTH/3KeuzeBeperkt3
6140127,GRAD-SASU/1A
6140128,GRAD-SASU/1B
6140141,PBA-VG-LAM/VT/VG/1
6140143,PBA-VG-LAM/VT/VG/1
6140148,PBA-VG-LAM/VT/VG/1
6140149,PBA-VG-LAM/VT/VG/1
6140150,PBA-VG-LAM/VT/VG/1
6140159,PBA-VG-LAM/VT/VG/1
6140209,PBA-VG-LAM/VT/VG/1
6140313,PBA-VG-LAM/VT/VG/1
6140513,PBA-VG-LAM/VT/VG/2
6140687,PBA-VG-LAM/VT/BKT/1
6140690,PBA-VG-LAM/VT/BKT/1
6140692,PBA-VG-LAM/VT/BKT/1
6140694,PBA-VG-LAM/VT/BKT/1
6140695,PBA-VG-LAM/VT/BKT/1
6140696,PBA-VG-LAM/VT/BKT/1
6140703,PBA-VG-LAM/VT/BKT/1
6140705,PBA-VG-LAM/VT/BKT/1
6140749,PBA-VG-LAM/VT/BKT/1
6140859,PBA-VG-LAM/VT/BKT/1
6141030,PBA-VG-LAM/VT/BKT/2
6141494,MC-DVG/1
6141495,MC-DVG/1
6141496,MC-DVG/1
6142649,PBA-MODE/3A2
6142653,PBA-MODE/3A2
6142655,PBA-MODE/3A2
6142676,PBA-MODE/3A2
6142677,PBA-MODE/3A2
6142687,PBA-MODE/3A2
6142689,PBA-MODE/3A2
6142716,PBA-MODE/3A3
6142720,PBA-MODE/3A3
6142722,PBA-MODE/3A3
6142743,PBA-MODE/3A3
6142744,PBA-MODE/3A3
6142754,PBA-MODE/3A3
6142756,PBA-MODE/3A3
6143700,PBA-KO/LIO/1
6143703,PBA-KO/LIO/1
6143708,PBA-KO/LIO/1
6143735,PBA-KO/LIO/1
6143738,PBA-KO/LIO/1
6143739,PBA-KO/LIO/1
6143816,PBA-KO/LIO/2
6143848,PBA-LO/LIO/1
6143852,PBA-LO/LIO/1
6143856,PBA-LO/LIO/1
6143885,PBA-LO/LIO/1
6143968,PBA-LO/LIO/2
6144976,PBA-BM-AF/2A
6144977,PBA-BM-AF/2B
6145069,PBA-BM-AF/VT/FV
6145077,PBA-BM-AF/VT/KM
6145078,PBA-BM-AF/VT/SCM_MK_ML/
6145095,PBA-BM-AF/VT/AA/SEM2
6145385,PBA-EM-AM/3B2
6145424,PBA-EM-AM/3B2
6145430,PBA-EM-AM/3B2
6145454,PBA-EM-AM/3C
6145463,PBA-EM-AM/3C
6145468,PBA-EM-AM/3C
6145507,PBA-EM-AM/3C
6145513,PBA-EM-AM/3C
6146051,PBA-SO/LOBR/2D
6146052,PBA-SO/LOBR/2D
6146055,PBA-SO/LOBR/2D
6146056,PBA-SO/LOBR/2D
6146058,PBA-SO/LOBR/2D
6146059,PBA-SO/LOBR/2D
6146060,PBA-SO/LOBR/2D
6146061,PBA-SO/LOBR/2D
6146062,PBA-SO/LOBR/2D
6146063,PBA-SO/LOBR/2D
6146223,PBA-ORTH/3KeuzeSW
6146918,PBA-BM-RE/AO/VT/JA/SEM1
6147430,PBA-BM-RE/AO/VT/JA/SEM2
6147475,PBA-BM-RE/AO/VT/JA/SEM2
6147498,PBA-BM-RE/AO/VT/JA/SEM2
6147503,PBA-BM-RE/AO/VT/JA/SEM2
6148062,PBA-BM-RE/AO/VT/AF/SEM1
6148605,PBA-BM-RE/AO/VT/AF/SEM2
6148640,PBA-BM-RE/AO/VT/AF/SEM2
6149459,PBA-SW/3Keuze
6149476,PBA-SW/3Keuze
6149494,PBA-SW/3Keuze
6150324,GRAD-WERF-WON/VT/1
6150326,GRAD-WERF-WON/VT/1
