year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Constructie: afbouw/afwerking,194328,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '75,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '75,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '25,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Bouwpathologie en onderhoud woningbouw,194329,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '50,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Stage 01: werfleider (woningbouw),194330,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}, {'moment': 'Binnen examenrooster', 'format': 'Verslag', 'percentage': '40,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '10,00'}, {'moment': 'Buiten examenrooster', 'format': 'Logboek', 'percentage': '10,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '20,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Constructie: wegenbouw,194331,5 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '10,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Constructie: riolering,194332,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '25,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '25,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Constructie: kunstwerken,194333,5 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '75,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '75,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '25,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Technische uitrusting wegenbouw,194334,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '40,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Bouwpathologie en onderhoud wegen,194335,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Mondeling examen', 'percentage': '25,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '75,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '25,00'}, {'moment': 'Binnen examenrooster', 'format': 'Verslag', 'percentage': '75,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 1']",Stage 01: werfleider (wegenbouw),194336,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}, {'moment': 'Binnen examenrooster', 'format': 'Verslag', 'percentage': '40,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '10,00'}, {'moment': 'Buiten examenrooster', 'format': 'Logboek', 'percentage': '10,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '20,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Communicatievaardigheden 3,194337,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '40,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '40,00'}], [{'moment': 'Technisch Frans', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Ja'}, {'moment': 'Technisch Engels', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Ja'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Technisch Frans,194338,2 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '40,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Technisch Engels,194339,2 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '40,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Grondmechanica en sterkteleer,194340,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Topografie wegenbouw,194341,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '25,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '25,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '75,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Constructie speciale weginrichting,194342,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Binnen examenrooster', 'format': 'Verslag', 'percentage': '40,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Meetbestekken / Overheidsopdrachten,194343,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '10,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Stabiliteit en sterkteleer,194344,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Topografie woningbouw,194345,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '25,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '25,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '75,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Constructie staalbouw,194346,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '40,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Constructie betonbouw,194347,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '20,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Binnen examenrooster', 'format': 'Verslag', 'percentage': '20,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Leiding geven: Veiligheid,194348,5 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '50,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}], [{'moment': 'Veiligheid (VCA-VOL)', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Ja'}, {'moment': 'Veiligheidcoördinatie tijdelijke en mobiele werkplaatsen', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Ja'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Veiligheid (VCA-VOL),194349,2 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Veiligheidcoördinatie tijdelijke en mobiele werkplaatsen,194350,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '50,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Planologische context,194351,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '40,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Uitvoeringstechnieken 02 wegenbouw,194352,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '40,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Asfalttechnologie', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Nee'}, {'moment': 'Werken met machines', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Nee'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Asfalttechnologie,194353,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '40,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Werken met machines,194354,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",BIM,194355,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Portfolio', 'percentage': '60,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '20,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Stage 02: werfleider (wegenbouw),194357,19 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '40,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '5,00'}, {'moment': 'Buiten examenrooster', 'format': 'Logboek', 'percentage': '5,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '50,00'}]]",wel mogelijk.
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Uitvoeringstechnieken 02 woningbouw,194358,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Houtconstructies', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Nee'}, {'moment': 'Technieken', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Nee'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Houtconstructies,194359,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Technieken,194360,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Communicatievaardigheden 2,194361,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}], [{'moment': 'Communicatietraining', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Ja'}, {'moment': 'ICT-skills', 'format': 'op 20 (tot op een geheel getal)', 'percentage': 'Ja'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",Communicatietraining,194362,2 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",
2025-26,"['Graduaat in de werforganisatie, trajectschijf 2']",ICT-skills,194363,2 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",
